image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/1229536824.jpg	a tribal performance of dance and song of three individuals 	a tribal song of individuals and dance of three performance	individuals of dance and a tribal performance song of three	performance tribal a and of dance of song three individuals
test/1229536824.jpg	the indian 's are performing a sacred dance 	the dance 's are performing a sacred indian	are performing a the indian 's sacred dance	indian 's the a are performing dance sacred
test/123314995.jpg	a man holding another man by the back of the head about to punch him in the face 	a man holding another face by the back of the head about to punch him in the man	to punch him in the face a man holding the back of the head about another man by	holding a man man another by back the of about the head to punch him face in the
test/123314995.jpg	a man in red shirt displays his fighting technique on another man in gray shirt 	a man in gray technique displays his shirt fighting on another shirt in red man	a man in on another man in gray shirt his fighting technique red shirt displays	man a in shirt displays red his fighting technique another man on shirt gray in
test/123314995.jpg	one man holds another man 's head down and prepares to punch him in the face 	one man holds another face 's man down and prepares to punch him in the head	head down and prepares to punch another man 's face him in the one man holds	one holds man man 's another head down and punch prepares to him the in face
test/123314995.jpg	a man stands in striking position while holding his opponent 's head 	a opponent stands in striking head while holding his position 's man	opponent 's head a man stands while holding his in striking position	stands a man striking in position holding his while head opponent 's
test/123314995.jpg	a strong man is hitting to a person 	a strong person is hitting to a man	a person a strong man is hitting to	strong man a is to hitting a person
test/1250181412.jpg	six people ride mountain bikes through a jungle environment 	six people ride bikes mountain through a environment jungle	six people ride a jungle environment mountain bikes through	ride six people bikes through mountain a jungle environment
test/1250181412.jpg	men , surrounded by nature , are riding mountain bikes 	mountain , surrounded by bikes , are riding nature men	by nature , bikes are riding mountain men , surrounded	, surrounded men , nature by mountain are riding bikes
test/1250181412.jpg	there are six men mountain biking in a forest terrain 	there are six mountain biking forest in a men terrain	terrain there are six men mountain biking in a forest	are there six men biking mountain forest in a terrain
test/1250181412.jpg	six people riding bikes on a trail in the forest 	six bikes riding forest on a trail in the people	bikes on a trail in the forest six people riding	riding six people bikes a on the trail in forest
test/1250181412.jpg	a group of people is bike riding in the woods 	a people of group is bike riding in the woods	riding in the woods people is bike a group of	group of a bike is people the riding in woods
test/1253095131.jpg	two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags 	two casual people sit outside as clothing walk by wearing blond women and some wearing bookbags	people walk by and some wearing two blond women sit outside as wearing casual clothing bookbags	blond two women outside as sit people by walk casual clothing wearing wearing some and bookbags
test/1253095131.jpg	two females in a sitting down in a highly populated area 	two females in a area down in a highly populated sitting	in a highly a sitting down populated area two females in	in two females sitting a down a highly in area populated
test/1253095131.jpg	2 blond girls are sitting on a ledge in a crowded plaza 	2 ledge plaza are sitting on a girls in a crowded blond	a crowded plaza 2 blond girls are sitting on a ledge in	blond girls 2 are sitting on ledge in a a crowded plaza
test/1253095131.jpg	a large number of people walk or rest near a fountain 	a large number of people walk or rest near a fountain	a fountain or rest near of people walk a large number	large a number walk people of or near rest a fountain
test/1253095131.jpg	two women have a seat in a busy metropolitan area 	two women have a seat in a busy metropolitan area	a busy metropolitan two women have a seat in area	women have two in seat a a metropolitan busy area
test/1255504166.jpg	a small child in water with a splash encircling him while the white clouds float over the mountains 	a small water in child with a mountains encircling him while the white clouds float over the splash	in water with over the mountains a splash encircling him while the a small child white clouds float	a small child with water in a splash encircling the him while white float clouds the over mountains
